Node 1,Node 2,Mode,Distance (km),Product_weight,Unit Cost [$],Unit Emissions [CO2e],Travel Time [days]
s1,w10,air,539.5243236455833,1,18.75467063994747,539.5243236455833,0.7707490337794047
s1,w10,air,539.5243236455833,3,36.26401191984241,1618.57297093675,0.7707490337794047
s1,w10,air,539.5243236455833,5,53.77335319973736,2697.6216182279168,0.7707490337794047
s2,w1,air,1202.183112622128,1,20.288383322837255,1202.183112622128,1.71740444660304
s2,w1,air,1202.183112622128,3,40.86514996851176,3606.549337866384,1.71740444660304
s2,w1,air,1202.183112622128,5,61.441916614186276,6010.91556311064,1.71740444660304
s2,w2,air,1616.075429324352,1,20.67846898799083,1616.075429324352,2.3086791847490744
s2,w2,air,1616.075429324352,3,42.035406963972484,4848.226287973056,2.3086791847490744
s2,w2,air,1616.075429324352,5,63.39234493995415,8080.3771466217595,2.3086791847490744
s2,w3,air,1589.4712287894167,1,20.658821689117847,1589.4712287894167,2.270673183984881
s2,w3,air,1589.4712287894167,3,41.97646506735354,4768.413686368251,2.270673183984881
s2,w3,air,1589.4712287894167,5,63.29410844558923,7947.356143947083,2.270673183984881
s2,w4,air,1042.1978959902883,1,20.067940697897654,1042.1978959902883,1.4888541371289834
s2,w4,air,1042.1978959902883,3,40.203822093692956,3126.593687970865,1.4888541371289834
s2,w4,air,1042.1978959902883,5,60.339703489488265,5210.989479951441,1.4888541371289834
s2,w5,air,1200.1395446374331,1,20.285885139669073,1200.1395446374331,1.7144850637677616
s2,w5,air,1200.1395446374331,3,40.857655419007216,3600.4186339122994,1.7144850637677616
s2,w5,air,1200.1395446374331,5,61.42942569834537,6000.697723187166,1.7144850637677616
s2,w6,air,1345.0396877218934,1,20.446641844172483,1345.0396877218934,1.9214852681741335
s2,w6,air,1345.0396877218934,3,41.33992553251745,4035.11906316568,1.9214852681741335
s2,w6,air,1345.0396877218934,5,62.23320922086242,6725.198438609467,1.9214852681741335
s2,w7,air,1441.7489142098232,1,20.538144304998596,1441.7489142098232,2.0596413060140333
s2,w7,air,1441.7489142098232,3,41.61443291499579,4325.24674262947,2.0596413060140333
s2,w7,air,1441.7489142098232,5,62.69072152499299,7208.744571049116,2.0596413060140333
s2,w8,air,1506.694379415967,1,20.593772834230997,1506.694379415967,2.15242054202281
s2,w8,air,1506.694379415967,3,41.781318502693,4520.083138247901,2.15242054202281
s2,w8,air,1506.694379415967,5,62.96886417115499,7533.471897079835,2.15242054202281
s2,w9,air,1210.4808324891762,1,20.298452595229847,1210.4808324891762,1.7292583321273947
s2,w9,air,1210.4808324891762,3,40.89535778568954,3631.4424974675285,1.7292583321273947
s2,w9,air,1210.4808324891762,5,61.49226297614925,6052.404162445881,1.7292583321273947
s2,w10,air,890.7816851188219,1,19.799743034979027,890.7816851188219,1.2725452644554598
s2,w10,air,890.7816851188219,3,39.39922910493708,2672.3450553564658,1.2725452644554598
s2,w10,air,890.7816851188219,5,58.99871517489514,4453.90842559411,1.2725452644554598
s3,w1,air,1500.479723202692,1,20.588633567779432,1500.479723202692,2.1435424617181313
s3,w1,air,1500.479723202692,3,41.765900703338296,4501.439169608076,2.1435424617181313
s3,w1,air,1500.479723202692,5,62.94316783889717,7502.39861601346,2.1435424617181313
s3,w2,air,1891.3963349358569,1,20.852441328356058,1891.3963349358569,2.7019947641940814
s3,w2,air,1891.3963349358569,3,42.55732398506817,5674.189004807571,2.7019947641940814
s3,w2,air,1891.3963349358569,5,64.2622066417803,9456.981674679284,2.7019947641940814
s3,w3,air,1876.6767377247984,1,20.844307370327925,1876.6767377247984,2.6809667681782834
s3,w3,air,1876.6767377247984,3,42.53292211098377,5630.030213174396,2.6809667681782834
s3,w3,air,1876.6767377247984,5,64.22153685163961,9383.383688623991,2.6809667681782834
s3,w4,air,1305.219230353378,1,20.405547875284213,1305.219230353378,1.8645989005048256
s3,w4,air,1305.219230353378,3,41.21664362585264,3915.657691060134,1.8645989005048256
s3,w4,air,1305.219230353378,5,62.02773937642108,6526.096151766889,1.8645989005048256
s3,w5,air,1461.279676227323,1,20.555330547683415,1461.279676227323,2.0875423946104616
s3,w5,air,1461.279676227323,3,41.66599164305024,4383.8390286819695,2.0875423946104616
s3,w5,air,1461.279676227323,5,62.77665273841707,7306.398381136615,2.0875423946104616
s3,w6,air,1642.2691328021328,1,20.697258746147725,1642.2691328021328,2.346098761145904
s3,w6,air,1642.2691328021328,3,42.09177623844317,4926.8073984063985,2.346098761145904
s3,w6,air,1642.2691328021328,5,63.48629373073861,8211.345664010663,2.346098761145904
s3,w7,air,1731.4981205392296,1,20.75744119319672,1731.4981205392296,2.473568743627471
s3,w7,air,1731.4981205392296,3,42.27232357959016,5194.494361617689,2.473568743627471
s3,w7,air,1731.4981205392296,5,63.7872059659836,8657.490602696147,2.473568743627471
s3,w8,air,1780.437411302879,1,20.788146504250747,1780.437411302879,2.54348201614697
s3,w8,air,1780.437411302879,3,42.364439512752234,5341.312233908637,2.54348201614697
s3,w8,air,1780.437411302879,5,63.94073252125372,8902.187056514394,2.54348201614697
s3,w9,air,1509.691235114944,1,20.596237758779502,1509.691235114944,2.15670176444992
s3,w9,air,1509.691235114944,3,41.7887132763385,4529.073705344832,2.15670176444992
s3,w9,air,1509.691235114944,5,62.9811887938975,7548.45617557472,2.15670176444992
s3,w10,air,1186.72658561238,1,20.26930555388454,1186.72658561238,1.6953236937319713
s3,w10,air,1186.72658561238,3,40.80791666165362,3560.17975683714,1.6953236937319713
s3,w10,air,1186.72658561238,5,61.3465277694227,5933.632928061899,1.6953236937319713
s4,w1,air,551.4557956833113,1,18.80619936157703,551.4557956833113,0.7877939938333018
s4,w1,air,551.4557956833113,3,36.41859808473109,1654.3673870499338,0.7877939938333018
s4,w1,air,551.4557956833113,5,54.03099680788515,2757.2789784165566,0.7877939938333018
s4,w2,air,482.3416816113508,1,18.4827005814266,482.3416816113508,0.6890595451590725
s4,w2,air,482.3416816113508,3,35.448101744279796,1447.0250448340523,0.6890595451590725
s4,w2,air,482.3416816113508,5,52.413502907133,2411.708408056754,0.6890595451590725
s4,w3,air,281.6589182189352,1,17.017220881376694,281.6589182189352,0.4023698831699074
s4,w3,air,281.6589182189352,3,31.051662644130086,844.9767546568055,0.4023698831699074
s4,w3,air,281.6589182189352,5,45.08610440688348,1408.294591094676,0.4023698831699074
s4,w4,air,820.9836290253936,1,19.649325677933756,820.9836290253936,1.1728337557505624
s4,w4,air,820.9836290253936,3,38.947977033801266,2462.950887076181,1.1728337557505624
s4,w4,air,820.9836290253936,5,58.246628389668786,4104.918145126968,1.1728337557505624
s4,w5,air,748.5841084270594,1,19.46991333854446,748.5841084270594,1.0694058691815134
s4,w5,air,748.5841084270594,3,38.409740015633375,2245.752325281178,1.0694058691815134
s4,w5,air,748.5841084270594,5,57.34956669272229,3742.920542135297,1.0694058691815134
s4,w6,air,499.1208211392273,1,18.567116974017218,499.1208211392273,0.7130297444846104
s4,w6,air,499.1208211392273,3,35.701350922051645,1497.362463417682,0.7130297444846104
s4,w6,air,499.1208211392273,5,52.83558487008608,2495.6041056961367,0.7130297444846104
s4,w7,air,664.870966917318,1,19.225019578869222,664.870966917318,0.9498156670247401
s4,w7,air,664.870966917318,3,37.67505873660767,1994.612900751954,0.9498156670247401
s4,w7,air,664.870966917318,5,56.125097894346126,3324.35483458659,0.9498156670247401
s4,w8,air,923.4526449921908,1,19.86372838170079,923.4526449921908,1.3192180642745583
s4,w8,air,923.4526449921908,3,39.59118514510236,2770.3579349765723,1.3192180642745583
s4,w8,air,923.4526449921908,5,59.318641908503935,4617.263224960954,1.3192180642745583
s4,w9,air,492.2742175649748,1,18.533165703553387,492.2742175649748,0.7032488822356783
s4,w9,air,492.2742175649748,3,35.59949711066015,1476.8226526949243,0.7032488822356783
s4,w9,air,492.2742175649748,5,52.665828517766926,2461.371087824874,0.7032488822356783
s4,w10,air,764.2920334348634,1,19.51112742117026,764.2920334348634,1.0918457620498048
s4,w10,air,764.2920334348634,3,38.53338226351079,2292.87610030459,1.0918457620498048
s4,w10,air,764.2920334348634,5,57.55563710585131,3821.4601671743167,1.0918457620498048
s5,w1,air,936.2483081016568,1,19.887785633749626,936.2483081016568,1.3374975830023668
s5,w1,air,936.2483081016568,3,39.663356901248875,2808.7449243049705,1.3374975830023668
s5,w1,air,936.2483081016568,5,59.438928168748134,4681.241540508284,1.3374975830023668
s5,w2,air,152.5039963665008,1,15.191566550341449,152.5039963665008,0.21786285195214397
s5,w2,air,152.5039963665008,3,25.574699651024346,457.51198909950233,0.21786285195214397
s5,w2,air,152.5039963665008,5,35.95783275170725,762.519981832504,0.21786285195214397
s5,w3,air,352.483402426178,1,17.65597809914175,352.483402426178,0.5035477177516828
s5,w3,air,352.483402426178,3,32.967934297425245,1057.450207278534,0.5035477177516828
s5,w3,air,352.483402426178,5,48.27989049570874,1762.4170121308898,0.5035477177516828
s5,w4,air,568.3965135172662,1,18.876612585064688,568.3965135172662,0.8119950193103802
s5,w4,air,568.3965135172662,3,36.62983775519406,1705.1895405517985,0.8119950193103802
s5,w4,air,568.3965135172662,5,54.38306292532344,2841.982567586331,0.8119950193103802
s5,w5,air,412.0944109448489,1,18.079036244922932,412.0944109448489,0.5887063013497842
s5,w5,air,412.0944109448489,3,34.237108734768796,1236.2832328345467,0.5887063013497842
s5,w5,air,412.0944109448489,5,50.39518122461466,2060.4720547242446,0.5887063013497842
s5,w6,air,981.998591035678,1,19.96954072686576,981.998591035678,1.4028551300509686
s5,w6,air,981.998591035678,3,39.90862218059728,2945.995773107034,1.4028551300509686
s5,w6,air,981.998591035678,5,59.847703634328795,4909.99295517839,1.4028551300509686
s5,w7,air,1200.7268291929802,1,20.286603818831153,1200.7268291929802,1.7153240417042575
s5,w7,air,1200.7268291929802,3,40.85981145649346,3602.1804875789403,1.7153240417042575
s5,w7,air,1200.7268291929802,5,61.43301909415577,6003.634145964901,1.7153240417042575
s5,w8,air,1465.3354376387151,1,20.558848898692162,1465.3354376387151,2.0933363394838786
s5,w8,air,1465.3354376387151,3,41.67654669607649,4396.006312916145,2.0933363394838786
s5,w8,air,1465.3354376387151,5,62.79424449346082,7326.677188193576,2.0933363394838786
s5,w9,air,847.1482858533311,1,19.708060995349655,847.1482858533311,1.2102118369333301
s5,w9,air,847.1482858533311,3,39.124182986048964,2541.4448575599936,1.2102118369333301
s5,w9,air,847.1482858533311,5,58.540304976748274,4235.741429266655,1.2102118369333301
s5,w10,air,835.94958674038,1,19.683284948689817,835.94958674038,1.1942136953434
s5,w10,air,835.94958674038,3,39.04985484606945,2507.84876022114,1.1942136953434
s5,w10,air,835.94958674038,5,58.41642474344909,4179.7479337019,1.1942136953434
s6,w1,air,863.7206729806776,1,19.743768584214028,863.7206729806776,1.2338866756866822
s6,w1,air,863.7206729806776,3,39.231305752642086,2591.162018942033,1.2338866756866822
s6,w1,air,863.7206729806776,5,58.71884292107014,4318.603364903388,1.2338866756866822
s6,w2,air,283.8497388351125,1,17.0397823800048,283.8497388351125,0.4054996269073035
s6,w2,air,283.8497388351125,3,31.119347140014405,851.5492165053374,0.4054996269073035
s6,w2,air,283.8497388351125,5,45.19891190002401,1419.2486941755624,0.4054996269073035
s6,w3,air,423.8962944829656,1,18.153206837061077,423.8962944829656,0.6055661349756651
s6,w3,air,423.8962944829656,3,34.45962051118323,1271.6888834488968,0.6055661349756651
s6,w3,air,423.8962944829656,5,50.7660341853054,2119.4814724148277,0.6055661349756651
s6,w4,air,371.947111875699,1,17.803807816899003,371.947111875699,0.5313530169652844
s6,w4,air,371.947111875699,3,33.411423450697,1115.8413356270971,0.5313530169652844
s6,w4,air,371.947111875699,5,49.01903908449501,1859.735559378495,0.5313530169652844
s6,w5,air,213.8828576454417,1,16.201257781843207,213.8828576454417,0.30554693949348816
s6,w5,air,213.8828576454417,3,28.603773345529625,641.6485729363251,0.30554693949348816
s6,w5,air,213.8828576454417,5,41.00628890921604,1069.4142882272085,0.30554693949348816
s6,w6,air,938.6366360848538,1,19.892216073204633,938.6366360848538,1.3409094801212196
s6,w6,air,938.6366360848538,3,39.676648219613895,2815.9099082545613,1.3409094801212196
s6,w6,air,938.6366360848538,5,59.46108036602317,4693.183180424268,1.3409094801212196
s6,w7,air,1164.9430506695885,1,20.241684882880165,1164.9430506695885,1.6642043580994121
s6,w7,air,1164.9430506695885,3,40.7250546486405,3494.8291520087655,1.6642043580994121
s6,w7,air,1164.9430506695885,5,61.20842441440084,5824.715253347942,1.6642043580994121
s6,w8,air,1422.5423484236574,1,20.52083983981579,1422.5423484236574,2.0322033548909393
s6,w8,air,1422.5423484236574,3,41.56251951944736,4267.627045270972,2.0322033548909393
s6,w8,air,1422.5423484236574,5,62.60419919907895,7112.711742118287,2.0322033548909393
s6,w9,air,775.4372120222122,1,19.53956485315495,775.4372120222122,1.1077674457460174
s6,w9,air,775.4372120222122,3,38.61869455946484,2326.3116360666363,1.1077674457460174
s6,w9,air,775.4372120222122,5,57.69782426577474,3877.186060111061,1.1077674457460174
s6,w10,air,684.91623704569,1,19.287878897993274,684.91623704569,0.9784517672081285
s6,w10,air,684.91623704569,3,37.86363669397983,2054.74871113707,0.9784517672081285
s6,w10,air,684.91623704569,5,56.439394489966375,3424.5811852284496,0.9784517672081285
s7,w1,air,395.1689757745304,1,17.967531746968614,395.1689757745304,0.5645271082493292
s7,w1,air,395.1689757745304,3,33.90259524090584,1185.5069273235913,0.5645271082493292
s7,w1,air,395.1689757745304,5,49.83765873484307,1975.8448788726519,0.5645271082493292
s7,w2,air,1138.05087414589,1,20.20634622616126,1138.05087414589,1.6257869630655573
s7,w2,air,1138.05087414589,3,40.619038678483776,3414.1526224376703,1.6257869630655573
s7,w2,air,1138.05087414589,5,61.03173113080631,5690.25437072945,1.6257869630655573
s7,w3,air,946.5201610522774,1,19.906709291708154,946.5201610522774,1.3521716586461106
s7,w3,air,946.5201610522774,3,39.72012787512447,2839.5604831568326,1.3521716586461106
s7,w3,air,946.5201610522774,5,59.53354645854078,4732.600805261387,1.3521716586461106
s7,w4,air,1123.745236897415,1,20.186962314874798,1123.745236897415,1.6053503384248786
s7,w4,air,1123.745236897415,3,40.56088694462439,3371.235710692245,1.6053503384248786
s7,w4,air,1123.745236897415,5,60.934811574373995,5618.726184487075,1.6053503384248786
s7,w5,air,1157.2855111319673,1,20.231764812697058,1157.2855111319673,1.6532650159028104
s7,w5,air,1157.2855111319673,3,40.69529443809118,3471.856533395902,1.6532650159028104
s7,w5,air,1157.2855111319673,5,61.1588240634853,5786.427555659837,1.6532650159028104
s7,w6,air,290.1915177067644,1,17.103954447788517,290.1915177067644,0.4145593110096634
s7,w6,air,290.1915177067644,3,31.31186334336555,870.5745531202931,0.4145593110096634
s7,w6,air,290.1915177067644,5,45.519772238942586,1450.957588533822,0.4145593110096634
s7,w7,air,67.17145079884234,1,13.017004276377575,67.17145079884234,0.09595921542691763
s7,w7,air,67.17145079884234,3,19.051012829132723,201.51435239652704,0.09595921542691763
s7,w7,air,67.17145079884234,5,25.085021381887874,335.8572539942117,0.09595921542691763
s7,w8,air,198.74651569570145,1,15.981138629355371,198.74651569570145,0.2839235938510021
s7,w8,air,198.74651569570145,3,27.94341588806611,596.2395470871044,0.2839235938510021
s7,w8,air,198.74651569570145,5,39.905693146776855,993.7325784785072,0.2839235938510021
s7,w9,air,470.8803197759,1,18.422610815589742,470.8803197759,0.6726861711084285
s7,w9,air,470.8803197759,3,35.26783244676922,1412.6409593276999,0.6726861711084285
s7,w9,air,470.8803197759,5,52.11305407794871,2354.4015988795,0.6726861711084285
s7,w10,air,787.4647832203585,1,19.56953357650586,787.4647832203585,1.124949690314798
s7,w10,air,787.4647832203585,3,38.708600729517585,2362.3943496610755,1.124949690314798
s7,w10,air,787.4647832203585,5,57.84766788252931,3937.3239161017927,1.124949690314798
s8,w1,air,1048.5007158784204,1,20.077694334110646,1048.5007158784204,1.4978581655406005
s8,w1,air,1048.5007158784204,3,40.23308300233194,3145.5021476352613,1.4978581655406005
s8,w1,air,1048.5007158784204,5,60.38847167055324,5242.5035793921015,1.4978581655406005
s8,w2,air,1597.9253891663182,1,20.66512814465963,1597.9253891663182,2.2827505559518833
s8,w2,air,1597.9253891663182,3,41.995384433978884,4793.776167498954,2.2827505559518833
s8,w2,air,1597.9253891663182,5,63.32564072329815,7989.626945831591,2.2827505559518833
s8,w3,air,1535.7636260164147,1,20.617323255293687,1535.7636260164147,2.1939480371663067
s8,w3,air,1535.7636260164147,3,41.851969765881066,4607.290878049244,2.1939480371663067
s8,w3,air,1535.7636260164147,5,63.08661627646844,7678.818130082073,2.1939480371663067
s8,w4,air,1072.6661208119135,1,20.114195105257544,1072.6661208119135,1.5323801725884478
s8,w4,air,1072.6661208119135,3,40.34258531577263,3217.9983624357405,1.5323801725884478
s8,w4,air,1072.6661208119135,5,60.570975526287725,5363.330604059567,1.5323801725884478
s8,w5,air,1227.374272436034,1,20.318590963599178,1227.374272436034,1.753391817765763
s8,w5,air,1227.374272436034,3,40.95577289079752,3682.122817308102,1.753391817765763
s8,w5,air,1227.374272436034,5,61.592954817995874,6136.871362180171,1.753391817765763
s8,w6,air,1178.7599564533143,1,20.259305407901678,1178.7599564533143,1.6839427949333061
s8,w6,air,1178.7599564533143,3,40.777916223705034,3536.279869359943,1.6839427949333061
s8,w6,air,1178.7599564533143,5,61.2965270395084,5893.799782266571,1.6839427949333061
s8,w7,air,1239.9967250197517,1,20.333329542838314,1239.9967250197517,1.7714238928853596
s8,w7,air,1239.9967250197517,3,40.99998862851494,3719.9901750592553,1.7714238928853596
s8,w7,air,1239.9967250197517,5,61.666647714191576,6199.983625098758,1.7714238928853596
s8,w8,air,1270.3995659660652,1,20.367790595460917,1270.3995659660652,1.8148565228086646
s8,w8,air,1270.3995659660652,3,41.103371786382745,3811.198697898196,1.8148565228086646
s8,w8,air,1270.3995659660652,5,61.83895297730458,6351.997829830326,1.8148565228086646
s8,w9,air,1075.740386532182,1,20.11873949799154,1075.740386532182,1.5367719807602598
s8,w9,air,1075.740386532182,3,40.356218493974616,3227.2211595965455,1.5367719807602598
s8,w9,air,1075.740386532182,5,60.5936974899577,5378.70193266091,1.5367719807602598
s8,w10,air,818.3480845734059,1,19.643241995191282,818.3480845734059,1.1690686922477227
s8,w10,air,818.3480845734059,3,38.92972598557384,2455.044253720218,1.1690686922477227
s8,w10,air,818.3480845734059,5,58.2162099759564,4091.7404228670293,1.1690686922477227
w1,c1,air,895.5484889760528,1,19.809316498402417,895.5484889760528,1.279354984251504
w1,c1,air,895.5484889760528,3,39.427949495207244,2686.6454669281584,1.279354984251504
w1,c1,air,895.5484889760528,5,59.046582492012085,4477.742444880264,1.279354984251504
w1,c2,air,1587.825950338662,1,20.65758744605683,1587.825950338662,2.268322786198089
w1,c2,air,1587.825950338662,3,41.97276233817048,4763.477851015987,2.268322786198089
w1,c2,air,1587.825950338662,5,63.28793723028414,7939.12975169331,2.268322786198089
w1,c3,air,326.66204681221694,1,17.44299800122919,326.66204681221694,0.46666006687459566
w1,c3,air,326.66204681221694,3,32.32899400368756,979.9861404366509,0.46666006687459566
w1,c3,air,326.66204681221694,5,47.21499000614594,1633.3102340610847,0.46666006687459566
w1,c4,air,1085.58850240315,1,20.13315069673252,1085.58850240315,1.5508407177187857
w1,c4,air,1085.58850240315,3,40.39945209019757,3256.76550720945,1.5508407177187857
w1,c4,air,1085.58850240315,5,60.66575348366261,5427.94251201575,1.5508407177187857
w1,c5,air,83.18589010305814,1,13.525001478263686,83.18589010305814,0.11883698586151163
w1,c5,air,83.18589010305814,3,20.575004434791055,249.55767030917443,0.11883698586151163
w1,c5,air,83.18589010305814,5,27.625007391318427,415.9294505152907,0.11883698586151163
w1,c6,air,1560.39402015744,1,20.636668852246295,1560.39402015744,2.229134314510629
w1,c6,air,1560.39402015744,3,41.910006556738885,4681.18206047232,2.229134314510629
w1,c6,air,1560.39402015744,5,63.18334426123148,7801.970100787201,2.229134314510629
w1,c7,air,270.6163448289304,1,16.900304618887805,270.6163448289304,0.3865947783270434
w1,c7,air,270.6163448289304,3,30.700913856663416,811.8490344867912,0.3865947783270434
w1,c7,air,270.6163448289304,5,44.50152309443903,1353.0817241446518,0.3865947783270434
w1,c8,air,1174.0287944657307,1,20.25331171394177,1174.0287944657307,1.677183992093901
w1,c8,air,1174.0287944657307,3,40.75993514182531,3522.086383397192,1.677183992093901
w1,c8,air,1174.0287944657307,5,61.26655856970886,5870.143972328653,1.677183992093901
w1,c9,air,868.2887626490458,1,19.7534164133219,868.2887626490458,1.2404125180700654
w1,c9,air,868.2887626490458,3,39.26024923996571,2604.8662879471376,1.2404125180700654
w1,c9,air,868.2887626490458,5,58.76708206660952,4341.443813245229,1.2404125180700654
w1,c10,air,395.683978292354,1,17.971018044030536,395.683978292354,0.5652628261319343
w1,c10,air,395.683978292354,3,33.9130541320916,1187.0519348770622,0.5652628261319343
w1,c10,air,395.683978292354,5,49.85509022015268,1978.41989146177,0.5652628261319343
w1,c11,air,738.1946550530004,1,19.441895466922674,738.1946550530004,1.0545637929328577
w1,c11,air,738.1946550530004,3,38.32568640076802,2214.5839651590013,1.0545637929328577
w1,c11,air,738.1946550530004,5,57.20947733461337,3690.9732752650016,1.0545637929328577
w1,c12,air,757.5958001438905,1,19.49372334377472,757.5958001438905,1.0822797144912721
w1,c12,air,757.5958001438905,3,38.48117003132417,2272.787400431672,1.0822797144912721
w1,c12,air,757.5958001438905,5,57.46861671887361,3787.9790007194524,1.0822797144912721
w1,c13,air,951.5064975041628,1,19.915773810046325,951.5064975041628,1.3592949964345182
w1,c13,air,951.5064975041628,3,39.74732143013898,2854.5194925124883,1.3592949964345182
w1,c13,air,951.5064975041628,5,59.57886905023164,4757.532487520813,1.3592949964345182
w1,c14,air,614.8113243053173,1,19.054532836732278,614.8113243053173,0.878301891864739
w1,c14,air,614.8113243053173,3,37.16359851019683,1844.433972915952,0.878301891864739
w1,c14,air,614.8113243053173,5,55.272664183661384,3074.0566215265862,0.878301891864739
w1,c15,air,838.8980649625831,1,19.689859976699026,838.8980649625831,1.1984258070894045
w1,c15,air,838.8980649625831,3,39.06957993009708,2516.6941948877493,1.1984258070894045
w1,c15,air,838.8980649625831,5,58.44929988349513,4194.490324812916,1.1984258070894045
w1,c16,air,313.0201726978692,1,17.321821386907875,313.0201726978692,0.4471716752826703
w1,c16,air,313.0201726978692,3,31.965464160723624,939.0605180936077,0.4471716752826703
w1,c16,air,313.0201726978692,5,46.609106934539376,1565.100863489346,0.4471716752826703
w1,c17,air,568.6974684078501,1,18.87783543118601,568.6974684078501,0.8124249548683573
w1,c17,air,568.6974684078501,3,36.63350629355803,1706.0924052235505,0.8124249548683573
w1,c17,air,568.6974684078501,5,54.38917715593006,2843.4873420392505,0.8124249548683573
w1,c18,air,255.6159670083616,1,16.73240585539893,255.6159670083616,0.36516566715480225
w1,c18,air,255.6159670083616,3,30.197217566196787,766.8479010250848,0.36516566715480225
w1,c18,air,255.6159670083616,5,43.66202927699465,1278.0798350418079,0.36516566715480225
w1,c19,air,953.8953919510552,1,19.920088756102942,953.8953919510552,1.3627077027872216
w1,c19,air,953.8953919510552,3,39.760266268308825,2861.686175853166,1.3627077027872216
w1,c19,air,953.8953919510552,5,59.60044378051472,4769.476959755276,1.3627077027872216
w1,c20,air,313.4667313544612,1,17.325889968237867,313.4667313544612,0.4478096162206589
w1,c20,air,313.4667313544612,3,31.977669904713597,940.4001940633837,0.4478096162206589
w1,c20,air,313.4667313544612,5,46.629449841189334,1567.333656772306,0.4478096162206589
w1,c21,air,254.2652501154869,1,16.716743137649527,254.2652501154869,0.3632360715935527
w1,c21,air,254.2652501154869,3,30.15022941294858,762.7957503464607,0.3632360715935527
w1,c21,air,254.2652501154869,5,43.583715688247636,1271.3262505774346,0.3632360715935527
w1,c22,air,1392.012653988031,1,20.492474294103165,1392.012653988031,1.988589505697187
w1,c22,air,1392.012653988031,3,41.4774228823095,4176.037961964093,1.988589505697187
w1,c22,air,1392.012653988031,5,62.462371470515826,6960.063269940155,1.988589505697187
w1,c23,air,828.4493824011167,1,19.666389769813726,828.4493824011167,1.1834991177158811
w1,c23,air,828.4493824011167,3,38.99916930944118,2485.34814720335,1.1834991177158811
w1,c23,air,828.4493824011167,5,58.33194884906864,4142.246912005584,1.1834991177158811
w1,c24,air,283.15769200756205,1,17.032677654312423,283.15769200756205,0.4045109885822315
w1,c24,air,283.15769200756205,3,31.098032962937264,849.4730760226862,0.4045109885822315
w1,c24,air,283.15769200756205,5,45.163388271562106,1415.7884600378102,0.4045109885822315
w1,c25,air,754.473766649478,1,19.485525444638668,754.473766649478,1.0778196666421114
w1,c25,air,754.473766649478,3,38.456576333916004,2263.421299948434,1.0778196666421114
w1,c25,air,754.473766649478,5,57.42762722319335,3772.36883324739,1.0778196666421114
w1,c26,air,1245.8136493715103,1,20.3400350376805,1245.8136493715103,1.7797337848164434
w1,c26,air,1245.8136493715103,3,41.020105113041495,3737.4409481145312,1.7797337848164434
w1,c26,air,1245.8136493715103,5,61.7001751884025,6229.0682468575515,1.7797337848164434
w1,c27,air,666.1312604265225,1,19.22905740774426,666.1312604265225,0.9516160863236036
w1,c27,air,666.1312604265225,3,37.68717222323278,1998.3937812795675,0.9516160863236036
w1,c27,air,666.1312604265225,5,56.1452870387213,3330.656302132613,0.9516160863236036
